,img_id_A,img_id_B,target,f1_x,f2_x,f3_x,f4_x,f5_x,f6_x,f7_x,f8_x,f9_x,f1_y,f2_y,f3_y,f4_y,f5_y,f6_y,f7_y,f8_y,f9_y
265,1309b,0477b,0,2,2,1,3,2,2,0,0,2,2,1,1,1,2,3,0,2,2
266,0477a,0477b,1,2,1,1,1,2,1,0,0,2,2,1,1,1,2,3,0,2,2
267,1432c,1432a,1,2,2,1,0,2,2,0,2,2,2,4,1,0,2,1,0,1,2
268,1432c,1432b,1,2,2,1,0,2,2,0,2,2,3,1,1,0,1,2,1,4,2
269,1432a,1432b,1,2,4,1,0,2,1,0,1,2,3,1,1,0,1,2,1,4,2
270,1273a,1432b,0,1,2,1,0,0,2,1,0,2,3,1,1,0,1,2,1,4,2
271,1432c,1131a,0,2,2,1,0,2,2,0,2,2,1,1,1,1,2,1,0,0,2
272,1413a,1131a,0,2,1,1,1,2,3,0,1,2,1,1,1,1,2,1,0,0,2
273,1481a,1481b,1,3,1,1,1,2,2,0,3,2,2,1,1,1,2,2,1,0,2
274,1487a,1487c,1,2,1,1,3,2,3,0,2,2,3,1,1,3,0,1,0,0,1
275,1222c,1487c,0,0,1,1,0,2,2,1,2,1,3,1,1,3,0,1,0,0,1
276,1487a,1236a,0,2,1,1,3,2,3,0,2,2,3,0,1,3,2,2,0,3,2
277,1487a,1512b,0,2,1,1,3,2,3,0,2,2,2,0,1,0,2,2,0,0,2
278,1512b,1413b,0,2,0,1,0,2,2,0,0,2,0,1,1,0,2,1,0,2,2
279,1413a,1413b,1,2,1,1,1,2,3,0,1,2,0,1,1,0,2,1,0,2,2
280,1512b,1371c,0,2,0,1,0,2,2,0,0,2,2,1,1,0,2,3,2,3,2
281,1565a,1565b,1,2,4,1,3,2,2,0,1,2,2,1,1,3,0,2,0,2,2
282,1565a,1565c,1,2,4,1,3,2,2,0,1,2,2,1,1,0,2,2,2,2,2
283,1565b,1565c,1,2,1,1,3,0,2,0,2,2,2,1,1,0,2,2,2,2,2
284,0338b,0338a,1,2,1,1,3,2,1,0,3,2,2,4,1,0,2,3,0,1,2
285,0338b,0338c,1,2,1,1,3,2,1,0,3,2,0,1,1,3,2,2,1,2,1
286,0576c,0338c,0,2,4,1,1,2,2,0,2,2,0,1,1,3,2,2,1,2,1
287,1442a,0338c,0,3,2,1,0,2,2,0,1,2,0,1,1,3,2,2,1,2,1
288,0338a,0338c,1,2,4,1,0,2,3,0,1,2,0,1,1,3,2,2,1,2,1
289,0571a,0338c,0,2,4,1,3,2,3,0,1,2,0,1,1,3,2,2,1,2,1
290,0422a,0422b,1,1,1,1,0,2,1,0,0,2,2,4,1,0,2,2,0,3,2
291,0422a,0422c,1,1,1,1,0,2,1,0,0,2,2,0,1,0,2,2,0,3,2
292,0422b,0422c,1,2,4,1,0,2,2,0,3,2,2,0,1,0,2,2,0,3,2
293,0422a,1119c,0,1,1,1,0,2,1,0,0,2,2,1,1,3,2,2,1,2,1
294,1119a,1119c,1,1,1,1,0,0,2,0,1,2,2,1,1,3,2,2,1,2,1
295,1119b,1119c,1,1,1,1,3,2,3,0,1,2,2,1,1,3,2,2,1,2,1
296,0472b,0472a,1,2,1,1,0,2,1,1,2,2,3,1,1,3,2,3,0,0,2
297,0363c,0472a,0,1,1,1,0,2,2,3,0,2,3,1,1,3,2,3,0,0,2
298,0472b,1545b,0,2,1,1,0,2,1,1,2,2,2,1,1,0,0,2,0,1,2
299,1545a,1545b,1,0,1,1,0,2,2,1,2,2,2,1,1,0,0,2,0,1,2
300,1227a,1227b,1,1,1,1,3,2,1,0,1,2,3,1,1,3,2,1,0,4,2
301,1176b,1227b,0,1,4,1,1,2,2,0,2,2,3,1,1,3,2,1,0,4,2
302,1227a,0532c,0,1,1,1,3,2,1,0,1,2,2,2,1,3,2,3,0,2,2
303,0532b,0532c,1,2,1,1,3,0,2,0,1,1,2,2,1,3,2,3,0,2,2
304,0379c,0532c,0,2,1,1,2,2,2,0,3,2,2,2,1,3,2,3,0,2,2
305,1382c,1382b,1,2,2,1,0,2,2,0,1,2,2,1,1,0,0,2,0,0,2
306,1382c,1382a,1,2,2,1,0,2,2,0,1,2,2,0,1,0,2,2,1,3,2
307,1382b,1382a,1,2,1,1,0,0,2,0,0,2,2,0,1,0,2,2,1,3,2
308,1382c,1513b,0,2,2,1,0,2,2,0,1,2,2,0,1,3,2,3,0,2,2
309,1445a,1445b,1,0,1,1,3,2,2,0,3,2,2,1,1,2,2,2,0,0,2
310,1486a,1486b,1,1,0,1,0,2,2,0,1,2,2,0,1,0,2,3,1,4,2
311,0321a,1486b,0,2,1,1,3,2,1,1,2,1,2,0,1,0,2,3,1,4,2
312,1374b,1486b,0,1,1,1,0,2,2,2,2,1,2,0,1,0,2,3,1,4,2
313,0381c,1486b,0,1,4,1,3,2,3,0,2,2,2,0,1,0,2,3,1,4,2
314,1486a,0567b,0,1,0,1,0,2,2,0,1,2,1,2,1,0,2,2,1,2,1
315,1274a,0567b,0,1,1,1,1,2,2,0,3,2,1,2,1,0,2,2,1,2,1
316,1486a,1307b,0,1,0,1,0,2,2,0,1,2,3,4,1,0,2,3,1,1,2
317,1307a,1307b,1,1,1,1,3,2,2,0,1,1,3,4,1,0,2,3,1,1,2
318,1328a,1307b,0,3,1,1,2,2,3,0,0,2,3,4,1,0,2,3,1,1,2
319,0553b,1307b,0,2,1,1,0,0,2,1,1,1,3,4,1,0,2,3,1,1,2
320,1545a,1320a,0,0,1,1,0,2,2,1,2,2,1,1,1,3,2,1,0,3,2
321,1545a,1099a,0,0,1,1,0,2,2,1,2,2,2,1,1,3,0,2,2,3,2
322,1243a,1099a,0,1,0,1,3,2,2,1,3,2,2,1,1,3,0,2,2,3,2
323,1545a,1494b,0,0,1,1,0,2,2,1,2,2,2,1,1,0,2,1,1,4,2
324,1494a,1494b,1,1,0,1,1,2,2,0,1,2,2,1,1,0,2,1,1,4,2
325,1545a,1123b,0,0,1,1,0,2,2,1,2,2,0,2,1,0,2,2,1,1,2
326,0319a,1123b,0,2,4,1,0,2,3,1,2,2,0,2,1,0,2,2,1,1,2
327,1123c,1123b,1,3,4,1,3,2,2,1,4,2,0,2,1,0,2,2,1,1,2
328,1282b,1282c,1,2,2,1,3,2,2,0,2,2,1,1,2,3,2,2,1,2,2
329,1494a,1282c,0,1,0,1,1,2,2,0,1,2,1,1,2,3,2,2,1,2,2
330,1350a,1282c,0,3,1,1,0,2,3,1,2,1,1,1,2,3,2,2,1,2,2
331,1282b,1552c,0,2,2,1,3,2,2,0,2,2,3,1,1,1,2,1,1,3,2
332,1552a,1552c,1,3,0,1,1,2,2,1,1,2,3,1,1,1,2,1,1,3,2
333,1552b,1552c,1,2,1,1,3,2,1,1,1,1,3,1,1,1,2,1,1,3,2
334,1289a,1289c,1,2,1,1,0,2,3,0,3,2,1,1,1,3,2,2,1,4,2
335,1289b,1289c,1,1,4,1,3,2,2,0,2,2,1,1,1,3,2,2,1,4,2
336,1565b,1424a,0,2,1,1,3,0,2,0,2,2,3,4,1,0,2,2,1,2,2
337,1565b,1413a,0,2,1,1,3,0,2,0,2,2,2,1,1,1,2,3,0,1,2
338,0552a,0552b,1,2,1,1,0,2,2,1,2,1,2,0,1,3,2,2,0,0,2
339,0552a,0552c,1,2,1,1,0,2,2,1,2,1,1,2,1,0,2,2,0,2,2
340,0552b,0552c,1,2,0,1,3,2,2,0,0,2,1,2,1,0,2,2,0,2,2
341,0552a,0365a,0,2,1,1,0,2,2,1,2,1,0,2,1,0,2,2,0,1,2
342,1344a,0365a,0,1,1,1,0,2,3,0,3,2,0,2,1,0,2,2,0,1,2
343,1307a,1303c,0,1,1,1,3,2,2,0,1,1,3,4,1,0,2,2,0,4,2
344,1393a,1303c,0,2,4,1,0,2,2,0,4,2,3,4,1,0,2,2,0,4,2
345,1492a,1492b,1,1,1,1,3,2,1,0,0,2,2,2,1,0,2,2,0,0,2
346,1492a,1492c,1,1,1,1,3,2,1,0,0,2,1,1,1,3,2,3,0,2,2
347,1492b,1492c,1,2,2,1,0,2,2,0,0,2,1,1,1,3,2,3,0,2,2
348,0366a,0366b,1,2,4,1,3,2,2,0,3,2,3,1,2,4,3,2,0,2,2
349,1394c,0366b,0,3,2,1,0,2,2,3,2,1,3,1,2,4,3,2,0,2,2
350,1271a,0366b,0,1,1,1,2,0,1,1,4,1,3,1,2,4,3,2,0,2,2
351,0434b,0434c,1,1,4,1,0,2,2,0,0,2,0,1,0,2,2,3,0,3,2
352,0413b,0434c,0,1,1,1,3,0,1,2,2,1,0,1,0,2,2,3,0,3,2
353,1340c,0434c,0,1,0,0,0,2,1,1,2,2,0,1,0,2,2,3,0,3,2
354,0434b,0434a,1,1,4,1,0,2,2,0,0,2,3,0,0,2,0,3,3,0,2
355,0434c,0434a,1,0,1,0,2,2,3,0,3,2,3,0,0,2,0,3,3,0,2
356,0496f,0496c,1,2,4,1,0,2,2,1,2,2,3,4,1,3,2,2,0,1,2
357,0496f,0496d,1,2,4,1,0,2,2,1,2,2,2,1,1,1,2,2,0,1,1
358,0496c,0496d,1,3,4,1,3,2,2,0,1,2,2,1,1,1,2,2,0,1,1
359,0496f,0496a,1,2,4,1,0,2,2,1,2,2,3,4,1,0,2,3,1,2,2
360,0496c,0496a,1,3,4,1,3,2,2,0,1,2,3,4,1,0,2,3,1,2,2
361,0496d,0496a,1,2,1,1,1,2,2,0,1,1,3,4,1,0,2,3,1,2,2
362,0496f,0496e,1,2,4,1,0,2,2,1,2,2,2,1,0,1,2,3,0,2,2
363,0496c,0496e,1,3,4,1,3,2,2,0,1,2,2,1,0,1,2,3,0,2,2
364,0496d,0496e,1,2,1,1,1,2,2,0,1,1,2,1,0,1,2,3,0,2,2
365,0496a,0496e,1,3,4,1,0,2,3,1,2,2,2,1,0,1,2,3,0,2,2
366,0496f,1409b,0,2,4,1,0,2,2,1,2,2,1,1,1,3,2,3,3,1,2
367,0496f,0351c,0,2,4,1,0,2,2,1,2,2,1,0,1,0,2,2,1,2,2
368,0496f,1554c,0,2,4,1,0,2,2,1,2,2,3,0,1,3,2,2,1,1,2
369,1554a,1554c,1,2,1,1,2,2,1,0,1,2,3,0,1,3,2,2,1,1,2
370,1554b,1554c,1,2,1,1,1,2,2,1,1,1,3,0,1,3,2,2,1,1,2
371,1416b,1416a,1,2,0,1,0,2,2,1,2,2,1,1,1,3,2,1,0,4,2
372,1416b,1416c,1,2,0,1,0,2,2,1,2,2,1,4,1,3,2,3,1,4,2
373,1416a,1416c,1,1,1,1,3,2,1,0,4,2,1,4,1,3,2,3,1,4,2
374,0510c,1416c,0,3,1,1,1,2,1,1,0,2,1,4,1,3,2,3,1,4,2
375,0597b,1416c,0,2,4,1,3,2,3,0,3,2,1,4,1,3,2,3,1,4,2
376,1096a,1416c,0,2,1,1,1,2,3,0,4,2,1,4,1,3,2,3,1,4,2
377,1416b,0353a,0,2,0,1,0,2,2,1,2,2,2,1,1,3,1,2,0,2,2
378,1447a,0353a,0,2,1,1,3,2,1,1,0,2,2,1,1,3,1,2,0,2,2
379,0363c,0353a,0,1,1,1,0,2,2,3,0,2,2,1,1,3,1,2,0,2,2
380,0374b,0374c,1,1,4,1,3,2,2,0,1,2,2,1,1,3,2,2,3,0,2
381,0374b,0374a,1,1,4,1,3,2,2,0,1,2,2,2,0,0,2,1,3,3,2
382,0374c,0374a,1,2,1,1,3,2,2,3,0,2,2,2,0,0,2,1,3,3,2
383,0544b,0544a,1,2,1,1,3,2,3,0,0,2,0,1,1,0,2,2,0,1,1
384,1364c,0544a,0,2,2,1,0,2,2,1,3,2,0,1,1,0,2,2,0,1,1
385,0544b,0544c,1,2,1,1,3,2,3,0,0,2,1,4,1,3,2,2,2,0,1
386,0544a,0544c,1,0,1,1,0,2,2,0,1,1,1,4,1,3,2,2,2,0,1
387,1502b,0544c,0,3,4,1,3,2,2,0,4,2,1,4,1,3,2,2,2,0,1
388,0579a,0579c,1,1,0,1,3,2,2,0,1,2,2,1,1,0,2,2,1,0,1
389,0579a,0345a,0,1,0,1,3,2,2,0,1,2,0,1,1,0,0,2,0,2,2
390,1320a,1320b,1,1,1,1,3,2,1,0,3,2,3,1,1,0,2,1,0,0,2
391,1320a,1320c,1,1,1,1,3,2,1,0,3,2,2,2,1,0,2,2,0,3,2
392,1320b,1320c,1,3,1,1,0,2,1,0,0,2,2,2,1,0,2,2,0,3,2
393,1320a,0483a,0,1,1,1,3,2,1,0,3,2,2,2,1,3,2,2,0,1,1
394,1320a,0363c,0,1,1,1,3,2,1,0,3,2,1,1,1,0,2,2,3,0,2
395,1334a,1334c,1,3,1,1,0,2,3,0,2,2,3,4,1,3,2,3,1,2,2
396,0897c,1334c,0,2,4,1,3,2,3,1,3,2,3,4,1,3,2,3,1,2,2
397,0313b,1334c,0,2,1,0,2,2,2,0,0,2,3,4,1,3,2,3,1,2,2
398,1334a,0550b,0,3,1,1,0,2,3,0,2,2,3,0,1,0,2,2,0,4,2
399,0550a,0550b,1,3,4,1,3,2,2,0,0,2,3,0,1,0,2,2,0,4,2
400,1334a,0334c,0,3,1,1,0,2,3,0,2,2,1,4,1,3,0,2,0,0,2
401,1433a,0334c,0,2,2,1,0,2,2,1,0,2,1,4,1,3,0,2,0,0,2
402,0334a,0334c,1,2,0,1,0,2,3,0,0,2,1,4,1,3,0,2,0,0,2
403,0334b,0334c,1,2,0,1,0,2,2,3,1,2,1,4,1,3,0,2,0,0,2
404,1334a,1477c,0,3,1,1,0,2,3,0,2,2,3,1,1,2,2,2,1,0,1
405,0334b,1477c,0,2,0,1,0,2,2,3,1,2,3,1,1,2,2,2,1,0,1
406,1477a,1477c,1,3,0,1,3,2,1,1,0,2,3,1,1,2,2,2,1,0,1
407,1477b,1477c,1,1,1,1,1,0,2,0,1,1,3,1,1,2,2,2,1,0,1
408,1334a,0375a,0,3,1,1,0,2,3,0,2,2,3,0,1,3,2,2,0,4,2
409,1370a,1370b,1,2,1,1,3,0,2,0,1,2,1,0,1,0,2,2,0,3,2
410,1370a,1370c,1,2,1,1,3,0,2,0,1,2,3,1,1,1,2,2,1,1,2
411,1370b,1370c,1,1,0,1,0,2,2,0,3,2,3,1,1,1,2,2,1,1,2
412,1426b,1426c,1,2,1,1,0,2,1,0,4,2,1,0,1,0,2,3,1,2,2
413,1411a,1426c,0,2,0,1,1,2,2,1,1,2,1,0,1,0,2,3,1,2,2
414,1426b,1426a,1,2,1,1,0,2,1,0,4,2,2,0,1,1,2,2,1,2,1
415,1413a,1426a,0,2,1,1,1,2,3,0,1,2,2,0,1,1,2,2,1,2,1
416,0592b,1426a,0,1,2,1,1,2,2,0,2,2,2,0,1,1,2,2,1,2,1
417,1426c,1426a,1,1,0,1,0,2,3,1,2,2,2,0,1,1,2,2,1,2,1
418,0307c,1426a,0,1,1,1,1,2,2,2,3,2,2,0,1,1,2,2,1,2,1
419,1426b,1421a,0,2,1,1,0,2,1,0,4,2,1,0,1,0,2,2,3,3,2
420,1463a,1463b,1,2,1,1,0,2,2,1,1,1,3,1,1,3,2,1,0,1,2
421,1463a,1463c,1,2,1,1,0,2,2,1,1,1,1,2,1,0,2,2,0,1,2
422,1463b,1463c,1,3,1,1,3,2,1,0,1,2,1,2,1,0,2,2,0,1,2
423,1468a,1468b,1,1,1,1,2,2,2,0,0,2,3,1,1,2,2,2,1,3,2
424,1468a,1468c,1,1,1,1,2,2,2,0,0,2,1,2,1,3,2,2,0,4,2
425,1219a,1468c,0,3,1,1,1,2,1,0,0,2,1,2,1,3,2,2,0,4,2
426,1468b,1468c,1,3,1,1,2,2,2,1,3,2,1,2,1,3,2,2,0,4,2
427,1468a,1495c,0,1,1,1,2,2,2,0,0,2,1,1,1,0,0,2,1,2,1
428,1495a,1495c,1,2,1,0,3,2,1,0,3,2,1,1,1,0,0,2,1,2,1
429,1495b,1495c,1,1,1,1,2,2,1,1,0,2,1,1,1,0,0,2,1,2,1
430,1483a,1483b,1,2,1,1,3,2,3,0,3,2,3,4,1,0,2,2,0,1,2
431,1483a,1483c,1,2,1,1,3,2,3,0,3,2,1,1,1,1,0,1,0,1,1
432,1483b,1483c,1,3,4,1,0,2,2,0,1,2,1,1,1,1,0,1,0,1,1
433,0570c,1483c,0,3,4,1,1,2,2,0,1,2,1,1,1,1,0,1,0,1,1
434,0301c,1483c,0,3,1,1,4,0,2,0,1,2,1,1,1,1,0,1,0,1,1
435,1488a,1488c,1,1,1,1,0,2,3,0,0,2,3,0,1,0,2,2,0,1,2
436,1488a,1488b,1,1,1,1,0,2,3,0,0,2,2,2,1,0,0,2,1,1,1
437,1488c,1488b,1,3,0,1,0,2,2,0,1,2,2,2,1,0,0,2,1,1,1
438,0451b,1488b,0,2,1,1,3,0,2,1,2,1,2,2,1,0,0,2,1,1,1
439,1378a,1488b,0,3,4,1,3,2,3,0,0,2,2,2,1,0,0,2,1,1,1
440,1534c,0896a,0,3,1,1,0,2,1,0,3,2,3,1,1,1,2,3,0,3,2
441,0491b,0491c,1,2,1,1,0,2,1,1,0,2,2,2,1,0,2,2,0,4,2
442,0491b,0491a,1,2,1,1,0,2,1,1,0,2,2,1,1,1,2,1,0,2,1
443,0491c,0491a,1,2,2,1,0,2,2,0,4,2,2,1,1,1,2,1,0,2,1
444,1236c,0491a,0,1,1,1,1,2,3,0,1,2,2,1,1,1,2,1,0,2,1
445,1119a,1119b,1,1,1,1,0,0,2,0,1,2,1,1,1,3,2,3,0,1,2
446,1119a,0562a,0,1,1,1,0,0,2,0,1,2,0,1,1,3,2,2,1,4,2
447,0550b,0562a,0,3,0,1,0,2,2,0,4,2,0,1,1,3,2,2,1,4,2
448,1129c,1129a,1,1,2,1,3,2,2,0,2,2,3,1,1,0,2,2,3,1,2
449,1344a,1368b,0,1,1,1,0,2,3,0,3,2,3,1,1,1,2,2,3,4,2
450,1097a,1368b,0,3,2,1,0,2,2,0,4,2,3,1,1,1,2,2,3,4,2
451,1364a,1368b,0,2,1,1,2,0,2,0,3,2,3,1,1,1,2,2,3,4,2
452,1344a,0475a,0,1,1,1,0,2,3,0,3,2,0,1,1,2,2,2,1,4,2
453,1344a,0510c,0,1,1,1,0,2,3,0,3,2,3,1,1,1,2,1,1,0,2
454,0306a,0306b,1,3,1,1,2,2,2,0,1,2,2,1,0,2,2,2,0,2,2
455,0306a,1325b,0,3,1,1,2,2,2,0,1,2,0,1,1,1,2,2,1,2,1
456,1325a,1325b,1,3,1,1,0,1,2,0,1,2,0,1,1,1,2,2,1,2,1
457,1458a,1458b,1,0,1,1,3,2,2,1,1,2,1,1,1,0,2,2,1,2,1
458,1458a,1458c,1,0,1,1,3,2,2,1,1,2,1,4,1,3,2,2,0,0,2
459,1458b,1458c,1,1,1,1,0,2,2,1,2,1,1,4,1,3,2,2,0,0,2
460,1510a,1458c,0,1,1,1,0,2,1,0,3,2,1,4,1,3,2,2,0,0,2
461,1458a,1447a,0,0,1,1,3,2,2,1,1,2,2,1,1,3,2,1,1,0,2
462,0414a,0414b,1,3,2,1,0,2,2,0,2,2,1,1,1,0,2,1,1,1,2
463,0414a,0414c,1,3,2,1,0,2,2,0,2,2,0,1,1,0,2,2,1,3,2
464,0414b,0414c,1,1,1,1,0,2,1,1,1,2,0,1,1,0,2,2,1,3,2
465,0414a,1476a,0,3,2,1,0,2,2,0,2,2,1,1,1,0,2,1,0,1,1
466,0539a,0539b,1,2,4,1,3,2,2,1,2,2,3,1,1,0,0,2,0,2,2
467,0539a,0539c,1,2,4,1,3,2,2,1,2,2,2,1,1,0,2,2,3,0,2
468,0539b,0539c,1,3,1,1,0,0,2,0,2,2,2,1,1,0,2,2,3,0,2
469,0539a,1433b,0,2,4,1,3,2,2,1,2,2,3,1,1,3,0,2,0,1,2
470,1433a,1433b,1,2,2,1,0,2,2,1,0,2,3,1,1,3,0,2,0,1,2
471,0539a,0318c,0,2,4,1,3,2,2,1,2,2,3,2,1,3,2,2,0,4,2
472,0539a,0560b,0,2,4,1,3,2,2,1,2,2,0,1,1,0,2,2,1,0,1
473,0333b,0560b,0,2,1,1,0,2,3,1,1,2,0,1,1,0,2,2,1,0,1
474,0560c,0560b,1,1,1,1,0,2,1,1,0,2,0,1,1,0,2,2,1,0,1
475,0560a,0560b,1,2,4,1,0,0,2,0,3,2,0,1,1,0,2,2,1,0,1
476,1229c,0560b,0,2,1,0,0,2,2,1,2,2,0,1,1,0,2,2,1,0,1
477,0576c,0576b,1,2,4,1,1,2,2,0,2,2,1,1,1,3,0,2,3,0,2
478,1137b,1563a,0,3,1,1,3,2,1,0,0,2,0,1,1,3,2,3,0,0,2
479,1137b,1549c,0,3,1,1,3,2,1,0,0,2,0,2,1,3,2,2,1,4,2
480,0413a,1549c,0,1,1,1,1,2,3,0,1,1,0,2,1,3,2,2,1,4,2
481,1164c,1164a,1,3,1,1,3,2,3,0,2,2,2,1,0,2,2,1,1,1,2
482,0897c,1164a,0,2,4,1,3,2,3,1,3,2,2,1,0,2,2,1,1,1,2
483,1164c,1164b,1,3,1,1,3,2,3,0,2,2,2,1,1,2,1,2,1,1,2
484,1164a,1164b,1,2,1,0,2,2,1,1,1,2,2,1,1,2,1,2,1,1,2
485,1124c,1164b,0,3,1,1,0,2,0,1,2,2,2,1,1,2,1,2,1,1,2
486,1164c,1521a,0,3,1,1,3,2,3,0,2,2,2,2,1,0,2,2,1,1,2
487,1180a,1180b,1,2,1,1,2,2,2,1,1,2,1,1,1,0,2,2,1,1,1
488,1180a,1180c,1,2,1,1,2,2,2,1,1,2,2,4,1,0,2,3,0,3,2
489,1180b,1180c,1,1,1,1,0,2,2,1,1,1,2,4,1,0,2,3,0,3,2
490,0569c,1180c,0,1,1,1,0,2,2,3,3,2,2,4,1,0,2,3,0,3,2
491,1180a,0575c,0,2,1,1,2,2,2,1,1,2,2,1,1,1,2,3,0,0,2
492,1180a,0402b,0,2,1,1,2,2,2,1,1,2,3,4,1,3,2,2,1,2,2
493,1375b,1375c,1,1,4,1,3,2,2,0,3,2,3,4,1,0,2,2,0,0,2
494,0333b,0333c,1,2,1,1,0,2,3,1,1,2,3,2,1,1,2,1,1,1,2
495,0333b,0333a,1,2,1,1,0,2,3,1,1,2,2,1,1,3,2,1,2,0,1
496,0333c,0333a,1,3,2,1,1,2,1,1,1,2,2,1,1,3,2,1,2,0,1
497,0333b,1567b,0,2,1,1,0,2,3,1,1,2,3,1,0,2,2,2,0,0,2
498,1520a,1567b,0,3,2,1,3,2,2,0,2,2,3,1,0,2,2,2,0,0,2
499,1567c,1567b,1,2,4,1,4,2,2,0,2,2,3,1,0,2,2,2,0,0,2
500,0333b,1495a,0,2,1,1,0,2,3,1,1,2,2,1,0,3,2,1,0,3,2
501,1417c,1495a,0,1,1,1,3,2,2,1,2,1,2,1,0,3,2,1,0,3,2
502,0381a,0381b,1,1,0,1,3,2,2,0,3,2,3,1,1,0,2,3,0,4,2
503,0381a,0381c,1,1,0,1,3,2,2,0,3,2,1,4,1,3,2,3,0,2,2
504,0381b,0381c,1,3,1,1,0,2,3,0,4,2,1,4,1,3,2,3,0,2,2
505,0381a,0538b,0,1,0,1,3,2,2,0,3,2,1,1,1,3,2,1,2,1,2
506,1152b,0538b,0,2,1,1,1,2,3,0,3,2,1,1,1,3,2,1,2,1,2
507,0538a,0538b,1,2,1,0,3,2,2,1,4,2,1,1,1,3,2,1,2,1,2
508,0411c,0411b,1,2,1,1,3,2,1,0,4,2,1,2,1,1,2,2,0,1,2
509,0411c,0411a,1,2,1,1,3,2,1,0,4,2,3,1,1,0,2,1,1,4,2
510,0536a,0411a,0,2,1,1,0,2,3,0,4,2,3,1,1,0,2,1,1,4,2
511,0411b,0411a,1,1,2,1,1,2,2,0,1,2,3,1,1,0,2,1,1,4,2
512,0411c,0424a,0,2,1,1,3,2,1,0,4,2,1,2,1,3,2,2,0,1,2
513,1352b,1352c,1,2,1,1,3,2,2,2,1,2,2,2,1,0,2,2,1,2,2
514,1352b,1352a,1,2,1,1,3,2,2,2,1,2,2,2,1,1,2,2,1,4,2
515,1352c,1352a,1,2,2,1,0,2,2,1,2,2,2,2,1,1,2,2,1,4,2
516,1180b,1352a,0,1,1,1,0,2,2,1,1,1,2,2,1,1,2,2,1,4,2
517,1393a,1393b,1,2,4,1,0,2,2,0,4,2,2,1,1,3,0,2,0,3,2
518,1393a,1393c,1,2,4,1,0,2,2,0,4,2,1,4,1,0,2,2,1,2,2
519,1393b,1393c,1,2,1,1,3,0,2,0,3,2,1,4,1,0,2,2,1,2,2
520,1394a,1394c,1,2,1,1,3,2,2,1,1,1,3,2,1,0,2,2,3,2,1
521,1394a,1394b,1,2,1,1,3,2,2,1,1,1,3,1,0,1,2,1,1,3,2
522,0550b,1394b,0,3,0,1,0,2,2,0,4,2,3,1,0,1,2,1,1,3,2
523,1155b,1394b,0,1,1,1,3,0,1,1,2,1,3,1,0,1,2,1,1,3,2
524,1394c,1394b,1,3,2,1,0,2,2,3,2,1,3,1,0,1,2,1,1,3,2
525,0351c,0351a,1,1,0,1,0,2,2,1,2,2,1,2,0,0,2,2,0,3,2
526,0351c,0351b,1,1,0,1,0,2,2,1,2,2,1,1,1,1,3,2,1,3,2
527,0351a,0351b,1,1,2,0,0,2,2,0,3,2,1,1,1,1,3,2,1,3,2
528,0351c,0373a,0,1,0,1,0,2,2,1,2,2,3,0,1,0,0,2,0,2,2
529,1551a,0373a,0,0,1,1,0,2,2,3,3,2,3,0,1,0,0,2,0,2,2
